,close,date,high,low,open,quoteVolume,volume,weightedAverage
0,9.99999666,1424138400,9.99999666,9.99999666,9.99999666,0.001992,0.01991999,9.99999666
1,9.99999666,1424145600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
2,9.99999666,1424152800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
3,9.99999666,1424160000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
4,9.99999666,1424167200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
5,9.99999666,1424174400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
6,9.99999666,1424181600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
7,9.99999666,1424188800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
8,9.99999666,1424196000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
9,9.99999666,1424203200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
10,9.99999666,1424210400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
11,9.99999666,1424217600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
12,9.99999666,1424224800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
13,9.99999666,1424232000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
14,9.99999666,1424239200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
15,9.99999666,1424246400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
16,9.99999666,1424253600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
17,9.99999666,1424260800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
18,9.99999666,1424268000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
19,9.99999666,1424275200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
20,9.99999666,1424282400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
21,9.99999666,1424289600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
22,9.99999666,1424296800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
23,9.99999666,1424304000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
24,9.99999666,1424311200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
25,9.99999666,1424318400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
26,9.99999666,1424325600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
27,9.99999666,1424332800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
28,9.99999666,1424340000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
29,9.99999666,1424347200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
30,9.99999666,1424354400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
31,9.99999666,1424361600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
32,9.99999666,1424368800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
33,9.99999666,1424376000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
34,9.99999666,1424383200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
35,9.99999666,1424390400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
36,9.99999666,1424397600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
37,9.99999666,1424404800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
38,9.99999666,1424412000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
39,9.99999666,1424419200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
40,9.99999666,1424426400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
41,9.99999666,1424433600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
42,9.99999666,1424440800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
43,9.99999666,1424448000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
44,9.99999666,1424455200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
45,9.99999666,1424462400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
46,9.99999666,1424469600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
47,9.99999666,1424476800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
48,9.99999666,1424484000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
49,9.99999666,1424491200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
50,9.99999666,1424498400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
51,9.99999666,1424505600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
52,9.99999666,1424512800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
53,9.99999666,1424520000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
54,9.99999666,1424527200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
55,9.99999666,1424534400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
56,9.99999666,1424541600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
57,9.99999666,1424548800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
58,9.99999666,1424556000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
59,9.99999666,1424563200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
60,9.99999666,1424570400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
61,9.99999666,1424577600,9.99999666,9.99999666,9.99999666,0,0,9.99999666
62,9.99999666,1424584800,9.99999666,9.99999666,9.99999666,0,0,9.99999666
63,9.99999666,1424592000,9.99999666,9.99999666,9.99999666,0,0,9.99999666
64,9.99999666,1424599200,9.99999666,9.99999666,9.99999666,0,0,9.99999666
65,9.99999666,1424606400,9.99999666,9.99999666,9.99999666,0,0,9.99999666
