,close,date,high,low,open,quoteVolume,volume,weightedAverage
0,0.045,1425758400,0.045,0.045,0.045,0.00656056,0.00029522,0.045
1,0.045,1425765600,0.045,0.045,0.045,0,0,0.045
2,0.045,1425772800,0.045,0.045,0.045,0,0,0.045
3,0.045,1425780000,0.045,0.045,0.045,0,0,0.045
4,0.045,1425787200,0.045,0.045,0.045,0,0,0.045
5,0.045,1425794400,0.045,0.045,0.045,0,0,0.045
6,0.045,1425801600,0.045,0.045,0.045,0,0,0.045
7,0.045,1425808800,0.045,0.045,0.045,0,0,0.045
8,0.045,1425816000,0.045,0.045,0.045,0,0,0.045
9,0.045,1425823200,0.045,0.045,0.045,0,0,0.045
10,0.045,1425830400,0.045,0.045,0.045,0,0,0.045
11,0.045,1425837600,0.045,0.045,0.045,0,0,0.045
12,0.045,1425844800,0.045,0.045,0.045,0,0,0.045
13,0.045,1425852000,0.045,0.045,0.045,0,0,0.045
14,0.045,1425859200,0.045,0.045,0.045,0,0,0.045
15,0.045,1425866400,0.045,0.045,0.045,0,0,0.045
16,0.045,1425873600,0.045,0.045,0.045,0,0,0.045
17,0.045,1425880800,0.045,0.045,0.045,0,0,0.045
18,0.045,1425888000,0.045,0.045,0.045,0,0,0.045
19,0.045,1425895200,0.045,0.045,0.045,0,0,0.045
20,0.045,1425902400,0.045,0.045,0.045,0,0,0.045
21,0.045,1425909600,0.045,0.045,0.045,0,0,0.045
22,0.045,1425916800,0.045,0.045,0.045,0,0,0.045
23,0.045,1425924000,0.045,0.045,0.045,0,0,0.045
24,0.045,1425931200,0.045,0.045,0.045,0,0,0.045
25,0.045,1425938400,0.045,0.045,0.045,0,0,0.045
26,0.045,1425945600,0.045,0.045,0.045,0,0,0.045
27,0.045,1425952800,0.045,0.045,0.045,0,0,0.045
28,0.045,1425960000,0.045,0.045,0.045,0,0,0.045
29,0.045,1425967200,0.045,0.045,0.045,0,0,0.045
30,0.045,1425974400,0.045,0.045,0.045,0,0,0.045
31,0.045,1425981600,0.045,0.045,0.045,0,0,0.045
32,0.045,1425988800,0.045,0.045,0.045,0,0,0.045
33,0.045,1425996000,0.045,0.045,0.045,0,0,0.045
34,0.960001,1426003200,0.960001,0.960001,0.960001,0.00717944,0.00689226,0.960001
35,0.960001,1426010400,0.960001,0.960001,0.960001,0,0,0.960001
36,0.960001,1426017600,0.960001,0.960001,0.960001,0,0,0.960001
37,0.960001,1426024800,0.960001,0.960001,0.960001,0,0,0.960001
38,0.960001,1426032000,0.960001,0.960001,0.960001,0,0,0.960001
39,0.960001,1426039200,0.960001,0.960001,0.960001,0.06139032,0.05893476,0.960001
40,0.960001,1426046400,0.960001,0.960001,0.960001,0,0,0.960001
41,0.960001,1426053600,0.960001,0.960001,0.960001,0,0,0.960001
42,0.960001,1426060800,0.960001,0.960001,0.960001,0,0,0.960001
43,0.960001,1426068000,0.960001,0.960001,0.960001,0,0,0.960001
44,0.960001,1426075200,0.960001,0.960001,0.960001,0,0,0.960001
45,0.960001,1426082400,0.960001,0.960001,0.960001,0,0,0.960001
46,0.960001,1426089600,0.960001,0.960001,0.960001,0,0,0.960001
47,0.960001,1426096800,0.960001,0.960001,0.960001,0,0,0.960001
48,0.960001,1426104000,0.960001,0.960001,0.960001,0,0,0.960001
49,0.960001,1426111200,0.960001,0.960001,0.960001,0,0,0.960001
50,0.960001,1426118400,0.960001,0.960001,0.960001,0,0,0.960001
51,0.960001,1426125600,0.960001,0.960001,0.960001,0,0,0.960001
52,0.960001,1426132800,0.960001,0.960001,0.960001,0,0,0.960001
53,0.960001,1426140000,0.960001,0.960001,0.960001,0,0,0.960001
54,0.960001,1426147200,0.960001,0.960001,0.960001,0,0,0.960001
55,0.960001,1426154400,0.960001,0.960001,0.960001,0,0,0.960001
56,0.960001,1426161600,0.960001,0.960001,0.960001,0,0,0.960001
57,0.960001,1426168800,0.960001,0.960001,0.960001,0,0,0.960001
58,0.960001,1426176000,0.960001,0.960001,0.960001,0,0,0.960001
59,0.960001,1426183200,0.960001,0.960001,0.960001,0,0,0.960001
60,0.960001,1426190400,0.960001,0.960001,0.960001,0,0,0.960001
61,0.960001,1426197600,0.960001,0.960001,0.960001,0,0,0.960001
62,0.960001,1426204800,0.960001,0.960001,0.960001,0,0,0.960001
63,0.960001,1426212000,0.960001,0.960001,0.960001,0,0,0.960001
64,2.64999,1426219200,2.64999,2.64999,2.64999,0.00037736,0.001,2.64999
65,2.64999,1426226400,2.64999,2.64999,2.64999,0,0,2.64999
66,2.64999,1426233600,2.64999,2.64999,2.64999,0,0,2.64999
67,2.64999,1426240800,2.64999,2.64999,2.64999,0,0,2.64999
68,2.64999,1426248000,2.64999,2.64999,2.64999,0,0,2.64999
69,2.64999,1426255200,2.64999,2.64999,2.64999,0,0,2.64999
70,2.64999,1426262400,2.64999,2.64999,2.64999,0,0,2.64999
71,2.64999,1426269600,2.64999,2.64999,2.64999,0,0,2.64999
72,2.64999,1426276800,2.64999,2.64999,2.64999,0,0,2.64999
73,2.64999,1426284000,2.64999,2.64999,2.64999,0,0,2.64999
74,2.64999,1426291200,2.64999,2.64999,2.64999,0,0,2.64999
75,2.64999,1426298400,2.64999,2.64999,2.64999,0,0,2.64999
76,2.64999,1426305600,2.64999,2.64999,2.64999,0,0,2.64999
77,2.64999,1426312800,2.64999,2.64999,2.64999,0,0,2.64999
78,1.01200001,1426320000,1.01200001,1.01200001,1.01200001,0.00515737,0.00521925,1.01200001
79,1.01200001,1426327200,1.01200001,1.01200001,1.01200001,0,0,1.01200001
80,1.01200001,1426334400,1.01200001,1.01200001,1.01200001,0,0,1.01200001
81,1.01200001,1426341600,1.01200001,1.01200001,1.01200001,0,0,1.01200001
82,1.01200001,1426348800,1.01200001,1.01200001,1.01200001,0,0,1.01200001
